book_id,avg_rating,rating_count,review_count,title,series,author,description,length,five_stars,four_stars,three_stars,two_stars,one_star,cover_image
107301,4.13,45138,3084,A Town Like Alice,,Nevil Shute,"Nevil Shute's most beloved novel, a tale of love and war, follows its enterprising heroine from the Malayan jungle during World War II to the rugged Australian outback.Jean Paget, a young Englishwoman living in Malaya, is captured by the invading Japanese and forced on a brutal seven-month death march with dozens of other women and children. A few years after the war, Jean
Nevil Shute's most beloved novel, a tale of love and war, follows its enterprising heroine from the Malayan jungle during World War II to the rugged Australian outback.Jean Paget, a young Englishwoman living in Malaya, is captured by the invading Japanese and forced on a brutal seven-month death march with dozens of other women and children. A few years after the war, Jean is back in England, the nightmare behind her. However, an unexpected inheritance inspires her to return to Malaya to give something back to the villagers who saved her life. Jean's travels leads her to a desolate Australian outpost called Willstown, where she finds a challenge that will draw on all the resourcefulness and spirit that carried her through her war-time ordeals.
...more",359 pages,18009,17342,8052,1331,404,https://images.gr-assets.com/books/1327957610l/107301.jpg
267071,4.08,9296,194,"In Search of the Castaways; or the Children of Captain Grant (Extraordinary Voyages, #5)",,Jules Verne,"ALL that could be discovered, however, on these pieces of paper was a few words here and there, the remainder of the lines being almost completely obliterated by the action of the water. Lord Glenarvan examined them attentively for a few minutes, turning them over on all sides, holding them up to the light, and trying to decipher the least scrap of writing, while the other
ALL that could be discovered, however, on these pieces of paper was a few words here and there, the remainder of the lines being almost completely obliterated by the action of the water. Lord Glenarvan examined them attentively for a few minutes, turning them over on all sides, holding them up to the light, and trying to decipher the least scrap of writing, while the others looked on with anxious eyes.
...more",432 pages,3776,3085,1919,430,86,https://images.gr-assets.com/books/1173281581l/267071.jpg
115476,3.81,14118,548,Nostromo,,Joseph Conrad,"A gripping tale of capitalist exploitation and rebellion, set amid the mist-shrouded mountains of a fictional South American republic, employs flashbacks and glimpses of the future to depict the lure of silver and its effects on men. Conrad's deep moral consciousness and masterful narrative technique are at their best in this, one of his finest works.",336 pages,4399,4845,3263,1085,526,https://images.gr-assets.com/books/1328865264l/115476.jpg
11338987,3.69,302,41,Simple Simon,(Art Jefferson #4),Ryne Douglas Pearson,"It took years to develop. Cost billions to perfect. A National Security Agency cryptographic system so advanced it safeguards the United States' most vital secrets. It is secure. Impenetrable.Until sixteen year old autistic savant Simon Lynch happens upon a forgotten snippet of code, his damaged brilliance breaking the cipher with ease and unwittingly marking him for death
It took years to develop. Cost billions to perfect. A National Security Agency cryptographic system so advanced it safeguards the United States' most vital secrets. It is secure. Impenetrable.Until sixteen year old autistic savant Simon Lynch happens upon a forgotten snippet of code, his damaged brilliance breaking the cipher with ease and unwittingly marking him for death. Soon, elements of a pathological government security apparatus within the NSA are hunting him, as is a beautiful, sadistic assassin working for enemies who will stop at nothing to learn the secret locked in Simon's mind.Only FBI Agent Art Jefferson stands between the innocent young man and these corrupt forces, putting his career, his freedom, and his life on the line to save Simon.Simple Simon was made into the Bruce Willis film 'Mercury Rising'.
...more",248 pages,72,105,95,18,12,https://images.gr-assets.com/books/1439843439l/11338987.jpg
8598922,4.11,9,2,Young Man of Manhattan,,Katharine Brush,"Toby McLean and Ann Vaughn, two newspaper columnists, marry with high hopes and dizzying speed, but the real problems start once the vows are exchanged as careers clash and Toby finds himself the object of affection of a bored socialite called Puff Randolph.",325 pages,4,2,3,0,0,https://images.gr-assets.com/books/1281829595l/8598922.jpg
298663,3.87,16259,1249,The Killer Inside Me,,Jim Thompson,"Everyone in the small town of Central City, Texas loves Lou Ford. A deputy sheriff, Lou's known to the small-time criminals, the real-estate entrepreneurs, and all of his coworkers--the low-lifes, the big-timers, and everyone in-between--as the nicest guy around. He may not be the brightest or the most interesting man in town, but nevertheless, he's the kind of officer you
Everyone in the small town of Central City, Texas loves Lou Ford. A deputy sheriff, Lou's known to the small-time criminals, the real-estate entrepreneurs, and all of his coworkers--the low-lifes, the big-timers, and everyone in-between--as the nicest guy around. He may not be the brightest or the most interesting man in town, but nevertheless, he's the kind of officer you're happy to have keeping your streets safe. The sort of man you might even wish your daughter would end up with someday.But behind the platitudes and glad-handing lurks a monster the likes of which few have seen. An urge that has already claimed multiple lives, and cost Lou his brother Mike, a self-sacrificing construction worker who fell to his death on the job in what was anything but an accident. A murder that Lou is determined to avenge--and if innocent people have to die in the process, well, that's perfectly all right with him.In The Killer Inside Me, Thompson goes where few novelists have dared to go, giving us a pitch-black glimpse into the mind of the American Serial Killer years before Charles Manson, John Wayne Gacy, and Brett Easton Ellis's American Psycho, in the novel that will forever be known as the master performance of one of the greatest crime novelists of all time.
...more",244 pages,4731,6402,3723,1038,365,https://images.gr-assets.com/books/1403187402l/298663.jpg
58177,4.17,10995,902,"The Life Before Us (""Madame Rosa'')",,Romain Gary,"The Life Before Us is the story of an orphaned Arab boy, Momo, and his devotion to Madame Rosa, a dying, 68-year-old, 220-lb. survivor of Auschwitz and retired ""lady of the night.""Momo has been one of the ever-changing ragbag of whores' children at Madame Rosa's boardinghouse in Paris ever since he can remember. But when the check that pays for his keep no longer arrives a
The Life Before Us is the story of an orphaned Arab boy, Momo, and his devotion to Madame Rosa, a dying, 68-year-old, 220-lb. survivor of Auschwitz and retired ""lady of the night.""Momo has been one of the ever-changing ragbag of whores' children at Madame Rosa's boardinghouse in Paris ever since he can remember. But when the check that pays for his keep no longer arrives and as Madame Rosa becomes too ill to climb the stairs to their apartment, he determines to support her any way he can.This sensitive, slightly macabre love story between Momo and Madame Rosa has a supporting cast of transvestites, pimps, and witch doctors from Paris's immigrant slum, Belleville. Profoundly moving, The Life Before Us earned France's premier literary prize, the Prix Goncourt.
...more",192 pages,4868,3804,1759,426,138,https://images.gr-assets.com/books/1388276011l/58177.jpg
72707,4.25,8366,169,Lad: A Dog,(Lad #1),Albert Payson Terhune,Recounts the heroic and adventurous life of a thoroughbred collie that was particularly devoted to his owners.,238 pages,4253,2394,1362,242,115,https://images.gr-assets.com/books/1170818244l/72707.jpg
8732,3.43,43898,1821,The Red Pony,,John Steinbeck,"Raised on a ranch in northern California, Jody is well-schooled in the hard work and demands of a rancher's life. He is used to the way of horses, too; but nothing has prepared him for the special connection he will forge with Gabilan, a hot-tempered pony his father gives him. With Billy Buck, the hired hand, Jody tends and trains his horse, restlessly anticipating the mom
Raised on a ranch in northern California, Jody is well-schooled in the hard work and demands of a rancher's life. He is used to the way of horses, too; but nothing has prepared him for the special connection he will forge with Gabilan, a hot-tempered pony his father gives him. With Billy Buck, the hired hand, Jody tends and trains his horse, restlessly anticipating the moment he will sit high upon Gabilan's saddle. But when Gabilan falls ill, Jody discovers there are still lessons he must learn about the ways of nature and, particularly, the ways of man.
...more",95 pages,7958,13633,14568,4951,2788,https://images.gr-assets.com/books/1391231816l/8732.jpg
10876694,4,13,5,The Lady in Cement,(Tony Rome #2),Anthony Rome,"The private-eye business was slow, so Anthony Rome when skin-diving. But instead of treasure he found a woman's naked body--her feet embedded in a block of cement! She had last been seen alive at a ritzy party given by wealthy heiress Gretchen Forrest. Also at the party had been bigtime tough Al Mungo, who claimed he'd quit the rackets. Anthony Rome started asking question
The private-eye business was slow, so Anthony Rome when skin-diving. But instead of treasure he found a woman's naked body--her feet embedded in a block of cement! She had last been seen alive at a ritzy party given by wealthy heiress Gretchen Forrest. Also at the party had been bigtime tough Al Mungo, who claimed he'd quit the rackets. Anthony Rome started asking questions. And one morning he woke up swollen, bruised and beaten. He hadn't learned much--except that Mungo hadn't lost his heavy touch, and that somewhere along the line, Mungo had picked up a very special interest in lovely Gretchen Forrest!Author's full name is Marvin H. Albert.
...more",196 pages,3,7,3,0,0,https://s.gr-assets.com/assets/nophoto/book/blank-133x176-8b769f39ba6687a82d2eef30bdf46977.jpg
306842,4.05,112,14,One Gallant Rush: Robert Gould Shaw and His Brave Black Regiment,,Peter D. Burchard,"'...written with authority & quiet power, this is the history of a period noted for sweeping action & resounding with the names of great men & women...The decisions they made & the things they did serve as dramatic counterpoint to a story that in the best sense of the term is grand.'--Saunders ReddingNote for Paperback EditionForewordAcknowledgmentsOne Gall
'...written with authority & quiet power, this is the history of a period noted for sweeping action & resounding with the names of great men & women...The decisions they made & the things they did serve as dramatic counterpoint to a story that in the best sense of the term is grand.'--Saunders ReddingNote for Paperback EditionForewordAcknowledgmentsOne Gallant RushAuthor's NoteNotes on SourcesBibliographyIndex
...more",176 pages,31,60,17,4,0,https://images.gr-assets.com/books/1388928655l/306842.jpg
5060378,4.23,735191,32776,The Girl Who Played with Fire,(Millennium #2),Stieg Larsson,"Part blistering espionage thriller, part riveting police procedural, and part piercing exposé on social injustice, The Girl Who Played with Fire is a masterful, endlessly satisfying novel.  Mikael Blomkvist, crusading publisher of the magazine Millennium, has decided to run a story that will expose an extensive sex trafficking operation. On the eve of its publication, the
Part blistering espionage thriller, part riveting police procedural, and part piercing exposé on social injustice, The Girl Who Played with Fire is a masterful, endlessly satisfying novel.  Mikael Blomkvist, crusading publisher of the magazine Millennium, has decided to run a story that will expose an extensive sex trafficking operation. On the eve of its publication, the two reporters responsible for the article are murdered, and the fingerprints found on the murder weapon belong to his friend, the troubled genius hacker Lisbeth Salander. Blomkvist, convinced of Salander’s innocence, plunges into an investigation. Meanwhile, Salander herself is drawn into a murderous game of cat and mouse, which forces her to face her dark past.From the Trade Paperback edition.
...more",503 pages,323711,287940,100665,17457,5418,https://images.gr-assets.com/books/1351778881l/5060378.jpg
5,4.55,2298966,44970,Harry Potter and the Prisoner of Azkaban,(Harry Potter #3),J.K. Rowling,"Harry Potter's third year at Hogwarts is full of new dangers. A convicted murderer, Sirius Black, has broken out of Azkaban prison, and it seems he's after Harry. Now Hogwarts is being patrolled by the dementors, the Azkaban guards who are hunting Sirius. But Harry can't imagine that Sirius or, for that matter, the evil Lord Voldemort could be more frightening than the dem
Harry Potter's third year at Hogwarts is full of new dangers. A convicted murderer, Sirius Black, has broken out of Azkaban prison, and it seems he's after Harry. Now Hogwarts is being patrolled by the dementors, the Azkaban guards who are hunting Sirius. But Harry can't imagine that Sirius or, for that matter, the evil Lord Voldemort could be more frightening than the dementors themselves, who have the terrible power to fill anyone they come across with aching loneliness and despair. Meanwhile, life continues as usual at Hogwarts. A top-of-the-line broom takes Harry's success at Quidditch, the sport of the Wizarding world, to new heights. A cute fourth-year student catches his eye. And he becomes close with the new Defense of the Dark Arts teacher, who was a childhood friend of his father. Yet despite the relative safety of life at Hogwarts and the best efforts of the dementors, the threat of Sirius Black grows ever closer. But if Harry has learned anything from his education in wizardry, it is that things are often not what they seem. Tragic revelations, heartwarming surprises, and high-stakes magical adventures await the boy wizard in this funny and poignant third installment of the beloved series.--scholastic.com
...more",435 pages,1516987,571921,179958,22200,7900,https://images.gr-assets.com/books/1499277281l/5.jpg
17184,3.63,114321,4617,The Invisible Man,,H.G. Wells,"This masterpiece of science fiction is the fascinating story of Griffin, a scientist who creates a serum to render himself invisible, and his descent into madness that follows.",192 pages,22271,41375,39047,9683,1945,https://images.gr-assets.com/books/1388639080l/17184.jpg
9423,3.63,589297,11670,The Secret Dreamworld of a Shopaholic,(Shopaholic #1),Sophie Kinsella,"Becky Bloomwood has a fabulous flat in London’s trendiest neighborhood, a troupe of glamorous socialite friends, and a closet brimming with the season’s must-haves. The only trouble is, she can’t actually afford it—not any of it. Her job writing at Successful Saving magazine not only bores her to tears, it doesn’t pay much at all. And lately Becky’s been chased by dismal l
Becky Bloomwood has a fabulous flat in London’s trendiest neighborhood, a troupe of glamorous socialite friends, and a closet brimming with the season’s must-haves. The only trouble is, she can’t actually afford it—not any of it. Her job writing at Successful Saving magazine not only bores her to tears, it doesn’t pay much at all. And lately Becky’s been chased by dismal letters from the bank—letters with large red sums she can’t bear to read. She tries cutting back. But none of her efforts succeeds. Her only consolation is to buy herself something . . . just a little something.Finally a story arises that Becky actually cares about, and her front-page article catalyzes a chain of events that will transform her life—and the lives of those around her—forever.
...more",320 pages,157785,176881,163850,59081,31700,https://images.gr-assets.com/books/1360158600l/9423.jpg
391443,4.14,21,3,"Lay This Laurel: An Album on the Saint-Gaudens Memorial on Boston Common Honoring Black and White Men Together Who Served the Union Cause with Robert Gould Shaw and Died with Him July 18, 1863",,Richard Benson,"One of the most compelling Civil War stories is that of the Fifty-Fourth Regiment, made up of African-American soldiers who volunteered for the Union Army. Their heroic but futile battle at Fort Wagner was memorialized by sculptor Augustus Saint-Gaudens in Boston Common in 1897. Both the commemorative book and limited-edition volume depict the monument in stirring detail w
One of the most compelling Civil War stories is that of the Fifty-Fourth Regiment, made up of African-American soldiers who volunteered for the Union Army. Their heroic but futile battle at Fort Wagner was memorialized by sculptor Augustus Saint-Gaudens in Boston Common in 1897. Both the commemorative book and limited-edition volume depict the monument in stirring detail while celebrating its 100-year anniversary. For photography connoisseurs and Civil War buffs. First Edition, 1973
...more",83 pages,11,2,8,0,0,https://images.gr-assets.com/books/1388928655l/391443.jpg
209525,3.52,872,132,The Purple Cloud (Frontiers of Imagination),,M.P. Shiel,"""If now a swell from the Deep has swept over this planetary ship of earth, and I, who alone chanced to find myself in the furthest stern, as the sole survivor of her crew . . . What then, my God, shall I do?"" The Purple Cloud is widely hailed as a masterpiece of science fiction and one of the best ""last man"" novels ever written. A deadly purple vapor passes over the world
""If now a swell from the Deep has swept over this planetary ship of earth, and I, who alone chanced to find myself in the furthest stern, as the sole survivor of her crew . . . What then, my God, shall I do?"" The Purple Cloud is widely hailed as a masterpiece of science fiction and one of the best ""last man"" novels ever written. A deadly purple vapor passes over the world and annihilates all living creatures except one man, Adam Jeffson. He embarks on an epic journey across a silent and devastated planet, an apocalyptic Robinson Crusoe putting together the semblance of a normal life from the flotsam and jetsam of his former existence. As he descends into madness over the years, he becomes increasingly aware that his survival was no accident and that his destiny—and the fate of the human race—are part of a profound, cosmological plan.
...more",296 pages,184,269,277,103,39,https://images.gr-assets.com/books/1328817985l/209525.jpg
4630,3.56,21939,1314,To Have and Have Not,,Ernest Hemingway,"To Have and Have Not is the dramatic story of Harry Morgan, an honest man who is forced into running contraband between Cuba and Key West as a means of keeping his crumbling family financially afloat. His adventures lead him into the world of the wealthy and dissipated yachtsmen who throng the region, and involve him in a strange and unlikely love affair.Harshly realistic,
To Have and Have Not is the dramatic story of Harry Morgan, an honest man who is forced into running contraband between Cuba and Key West as a means of keeping his crumbling family financially afloat. His adventures lead him into the world of the wealthy and dissipated yachtsmen who throng the region, and involve him in a strange and unlikely love affair.Harshly realistic, yet with one of the most subtle and moving relationships in the Hemingway oeuvre, To Have and Have Not is literary high adventure at its finest.
...more",176 pages,4014,7720,7374,2276,555,https://images.gr-assets.com/books/1523546270l/4630.jpg
6441667,3.99,324,39,To Catch A Thief,,David Dodge,"John Robie is a former jewel thief, formerly known as “The Cat,” who now spends his time tending to his rose garden in France. There is a series of jewel robberies on the Riviera that resemble his style and the police believe that the Cat is up to his old tricks again. A young lady vacationing in France suspects Robie at first, then offers to help him catch the burglar.",248 pages,107,128,70,17,2,https://images.gr-assets.com/books/1429544500l/6441667.jpg
6892870,4.22,583285,27902,The Girl Who Kicked the Hornet's Nest,(Millennium #3),Stieg Larsson,"The stunning third and final novel in Stieg Larsson's internationally best-selling trilogy.Lisbeth Salander - the heart of Larsson's two previous novels - lies in critical condition, a bullet wound to her head, in the intensive care unit of a Swedish city hospital. She's fighting for her life in more ways than one: if and when she recovers, she'll be taken back to Stockhol
The stunning third and final novel in Stieg Larsson's internationally best-selling trilogy.Lisbeth Salander - the heart of Larsson's two previous novels - lies in critical condition, a bullet wound to her head, in the intensive care unit of a Swedish city hospital. She's fighting for her life in more ways than one: if and when she recovers, she'll be taken back to Stockholm to stand trial for three murders. With the help of her friend, journalist Mikael Blomkvist, she will not only have to prove her innocence, but also identify and denounce those in authority who have allowed the vulnerable, like herself, to suffer abuse and violence. And, on her own, she will plot revenge - against the man who tried to kill her, and the corrupt government institutions that very nearly destroyed her life.Once upon a time, she was a victim. Now Salander is fighting back.~from the jacket
...more",563 pages,255304,223040,84926,15812,4203,https://images.gr-assets.com/books/1327708260l/6892870.jpg
10528756,3.98,27181,1440,The Lady of the Camellias,,Alexandre Dumas fils,"1902. A Frontispiece and numerous other portraits with descriptive notes by Octave Uzanne. Written by the son of Alexandre Dumas, The Lady of the Camellias is the story of Marguerite Gautier, a young courtesan, or kept woman, in Paris in the mid 1800's, and how she falls in love with a young man, Armand Duval, and then tries to escape from her questionable past. Unfortunat
1902. A Frontispiece and numerous other portraits with descriptive notes by Octave Uzanne. Written by the son of Alexandre Dumas, The Lady of the Camellias is the story of Marguerite Gautier, a young courtesan, or kept woman, in Paris in the mid 1800's, and how she falls in love with a young man, Armand Duval, and then tries to escape from her questionable past. Unfortunately, it comes back to haunt her and she ends up returning to that life and dies painfully and alone, but with the knowledge that she was a good woman at heart.
...more",382 pages,9578,9640,6199,1426,338,https://images.gr-assets.com/books/1347571071l/10528756.jpg
426825,4.18,27124,394,QB VII,,Leon Uris,"In Queen’s Bench Courtroom Number Seven, famous author Abraham Cady stands trial. In his book The Holocaust—born of the terrible revelation that the Jadwiga Concentration Camp was the site of his family’s extermination—Cady shook the consciousness of the human race. He also  named eminent surgeon Sir Adam Kelno as one of Jadwiga’s most sadistic inmate/doctors. Kelno has de
In Queen’s Bench Courtroom Number Seven, famous author Abraham Cady stands trial. In his book The Holocaust—born of the terrible revelation that the Jadwiga Concentration Camp was the site of his family’s extermination—Cady shook the consciousness of the human race. He also  named eminent surgeon Sir Adam Kelno as one of Jadwiga’s most sadistic inmate/doctors. Kelno has denied this and brought furious charges. Now unfolds Leon Uris’s riveting courtroom drama—one of the great fictional trials of the century.
...more",432 pages,11475,10067,4776,659,147,https://images.gr-assets.com/books/1359742726l/426825.jpg
1278239,3.17,12,0,Save the Tiger,,Steve Shagan,"Harry Stoner could sell anything. He could sell the public his new line of dresses year after year. He could sell the big store buyers his design in return for such bonuses as the luscious hooker Margo. He could sell his wife on the idea he was faithful, and a teenaged playmate on the idea he was hip. Then came the day when Harry Stoner's empire of fabric and flesh began t
Harry Stoner could sell anything. He could sell the public his new line of dresses year after year. He could sell the big store buyers his design in return for such bonuses as the luscious hooker Margo. He could sell his wife on the idea he was faithful, and a teenaged playmate on the idea he was hip. Then came the day when Harry Stoner's empire of fabric and flesh began to fall apart, and Harry had nothing left to sell - except what was left of himself.
...more",195 pages,0,2,10,0,0,https://images.gr-assets.com/books/1329236107l/1278239.jpg
16031294,3.49,226,33,The Devil's Own,,Peter  Curtis,"Miss Deborah Mayfield, the gentle school mistress, was charmed by the dashing and forceful Canon Thorby and the peaceful English village of Walwyck.But there was a sinister figure in Walwyck, too; an old woman about whom there were whispers of witchcraft. It all seemed nonsense to Deborah. But logic began to crumble when a little boy was struck down with a strange illness,
Miss Deborah Mayfield, the gentle school mistress, was charmed by the dashing and forceful Canon Thorby and the peaceful English village of Walwyck.But there was a sinister figure in Walwyck, too; an old woman about whom there were whispers of witchcraft. It all seemed nonsense to Deborah. But logic began to crumble when a little boy was struck down with a strange illness, a wooden doll with a severed head was discovered, and a villager met with a grim death....Then the quiet, peaceful village became a nightmare of terror for the school mistress. For with her growing fear, came a dark secret from her own past to haunt her. And she was suddenly thrown into a terrifying struggle to save herself and a young girl from one of the most ancient and bizarre evils known to man....
...more",224 pages,41,72,78,27,8,https://images.gr-assets.com/books/1347890289l/16031294.jpg
674581,3.8,25,6,Odds Against Tomorrow,,William P. McGivern,"McGivern's electrifying and complex crime novel brings together two misfits--one black, one white--with nothing left to lose and nothing but each other. When the two team up for a bank robbery, the losers are about to play a sucker bet with their lives. The classic movie adaptation of Odds Against America starred Harry Belafonte and Robert Ryan.",208 pages,5,12,6,2,0,https://images.gr-assets.com/books/1177015239l/674581.jpg
56759,3.82,49684,1901,The Mayor of Casterbridge,,Thomas Hardy,"‘I’ve not always been what I am now’In a fit of drunken anger, Michael Henchard sells his wife and baby daughter for five guineas at a country fair. Over the course of the following years, he manages to establish himself as a respected and prosperous pillar of the community of Casterbridge, but behind his success there always lurk the shameful secret of his past and a pers
‘I’ve not always been what I am now’In a fit of drunken anger, Michael Henchard sells his wife and baby daughter for five guineas at a country fair. Over the course of the following years, he manages to establish himself as a respected and prosperous pillar of the community of Casterbridge, but behind his success there always lurk the shameful secret of his past and a personality prone to self-destructive pride and temper. Subtitled ‘A Story of a Man of Character’, Hardy’s powerful and sympathetic study of the heroic but deeply flawed Henchard is also an intensely dramatic work, tragically played out against the vivid backdrop of a close-knit Dorsetshire town.This edition includes an introduction, chronology of Hardy’s life and works, the illustrations for the original Serial Issue, place names, maps, glossary, full explanatory notes as well as Hardy’s prefaces to the 1895 and 1912 editions.
...more",445 pages,14255,18392,12212,3323,1502,https://images.gr-assets.com/books/1388276915l/56759.jpg
399430,4.2,1339,151,Woe to Live on,,Daniel Woodrell,"From Publishers WeeklyNarrator Jake Roedel is in his mid-teens when he joins the First Kansas Irregulars in 1861. During the next few years he sees, and commits, more than his share of Civil War atrocities. Most of the action takes place in Kansas and Missouri between the rebel Irregulars (bushwhackers) and the Union Jayhawkers, with some civilians caught in the crossfire.
From Publishers WeeklyNarrator Jake Roedel is in his mid-teens when he joins the First Kansas Irregulars in 1861. During the next few years he sees, and commits, more than his share of Civil War atrocities. Most of the action takes place in Kansas and Missouri between the rebel Irregulars (bushwhackers) and the Union Jayhawkers, with some civilians caught in the crossfire. The studiedly cool Jake experiences loss (the deaths of his best friend, father and comrades) and love (the best friend's ""widow""); he also learns about tolerance from his contact with a nobly reserved black Irregular. There's plenty of hard riding, drinking and shooting, most of it leading to bloodshed. Jake's loyalty to the ""secesh"" cause is unquestioning and doesn't quite gibe with his growing unease amid the gore, or with his departure in the midst of the war for Texas with wife and child. The prose is occasionally rather pretentious, but this is a generally enjoyable coming-of-age novel by the author of Under the Bright Lights. Copyright 1987 Reed Business Information, Inc
...more",214 pages,540,577,182,31,9,https://images.gr-assets.com/books/1387742049l/399430.jpg
573373,3.8,826,50,Return to Paradise,,James A. Michener,"James A. Michener, the master of historical fiction, revisits the scenes of his first great work, Tales of the South Pacific, the Pulitzer Prize winner that brought him international acclaim. In this sequel collection, Michener once again evokes the magic of the extraordinary isles in the Pacific—from Fiji and Gaudalcanal to New Zealand and Papua New Guinea—through stories
James A. Michener, the master of historical fiction, revisits the scenes of his first great work, Tales of the South Pacific, the Pulitzer Prize winner that brought him international acclaim. In this sequel collection, Michener once again evokes the magic of the extraordinary isles in the Pacific—from Fiji and Gaudalcanal to New Zealand and Papua New Guinea—through stories that burst with adventure, charm, and local color. For Michener’s many fans around the globe, Return to Paradise is a precious second look at a land of enchantment by one of the most gifted storytellers of the twentieth century.  Praise for Return to Paradise
 
 “A brilliant book and a worthy successor to Tales of the South Pacific.”—The Atlanta Constitution
 
 “This is a book that should be read by everyone. . . . All who have seen the South Pacific will find on every page the odors of frangipani, copra, blood, and beer.”—The New York Times
 
 “There’s drama and pathos and adventure and humanity . . . and a very high degree of excellence. Michener can write.”—Kirkus Reviews
...more",416 pages,192,337,237,56,4,https://images.gr-assets.com/books/1320407189l/573373.jpg
121193,3.9,921,48,Desert Gold,,Zane Grey,"Purchase one of 1st World Library's Classic Books and help support our free internet library of downloadable eBooks. Visit us online at www.1stWorldLibrary.ORG - - A FACE haunted Cameron - a woman's face. It was there in the white heart of the dying campfire; it hung in the shadows that hovered over the flickering light; it drifted in the darkness beyond. This hour, when t
Purchase one of 1st World Library's Classic Books and help support our free internet library of downloadable eBooks. Visit us online at www.1stWorldLibrary.ORG - - A FACE haunted Cameron - a woman's face. It was there in the white heart of the dying campfire; it hung in the shadows that hovered over the flickering light; it drifted in the darkness beyond. This hour, when the day had closed and the lonely desert night set in with its dead silence, was one in which Cameron's mind was thronged with memories of a time long past - of a home back in Peoria, of a woman he had wronged and lost, and loved too late. He was a prospector for gold, a hunter of solitude, a lover of the drear, rock-ribbed infinitude, because he wanted to be alone to remember. A sound disturbed Cameron's reflections. He bent his head listening. A soft wind fanned the paling embers, blew sparks and white ashes and thin smoke away into the enshrouding circle of blackness. His burro did not appear to be moving about. The quiet split to the cry of a coyote. It rose strange, wild, mournful - not the howl of a prowling upland beast baying the campfire or barking at a lonely prospector, but the wail of a wolf, full-voiced, crying out the meaning of the desert and the night.
...more",408 pages,289,335,233,43,21,https://images.gr-assets.com/books/1348928480l/121193.jpg
6440,3.75,78241,2075,Ivanhoe,(Waverley Novels #5),Walter Scott,"Ivanhoe (1819) was the first of Scott's novels to adopt a purely English subject and was also his first attempt to combine history and romance, which later influenced Victorian medievalism. Set at the time of the Norman Conquest, Ivanhoe returns from the Crusades to claim his inheritance and the love of Rowena and becomes involved in the struggle between Richard Coeur de L
Ivanhoe (1819) was the first of Scott's novels to adopt a purely English subject and was also his first attempt to combine history and romance, which later influenced Victorian medievalism. Set at the time of the Norman Conquest, Ivanhoe returns from the Crusades to claim his inheritance and the love of Rowena and becomes involved in the struggle between Richard Coeur de Lion and his Norman brother John. The gripping narrative is structured by a series of conflicts: Saxon versus Norman, Christian versus Jew, men versus women, played out against Scott's unflinching moral realism.
...more",544 pages,20955,27107,22019,6157,2003,https://images.gr-assets.com/books/1405336818l/6440.jpg
3742955,4,47,5,Ramrod,,Luke Short,"""Complete and unabridged""",216 pages,14,19,14,0,0,https://images.gr-assets.com/books/1317982549l/3742955.jpg
2213955,3.59,317,20,The Salamander,,Morris L. West,"The code name: SALAMANDERForged in the flames of war.A symbol of courage and justice.The mark of the final power.An Italian general is found dead in his apartment, a card engraved with the image of the Salamander lying by his corpse. Colonel Matucci begins the routine investigation, only to find himself catapulted into the centre of a desperate web of political violence an
The code name: SALAMANDERForged in the flames of war.A symbol of courage and justice.The mark of the final power.An Italian general is found dead in his apartment, a card engraved with the image of the Salamander lying by his corpse. Colonel Matucci begins the routine investigation, only to find himself catapulted into the centre of a desperate web of political violence and intrigue. As he digs deeper, he is faced with an agonising choice: how much is he prepared to pay to survive - his lover... his conscience... or more?
...more",304 pages,57,106,125,24,5,https://images.gr-assets.com/books/1527748380l/2213955.jpg
1211770,3.5,18,1,The Molly Maguires,,Anthony Bimba,The story of the 1870s frameup of the Pennsylvania Irish anthracite miners.,144 pages,2,7,7,2,0,https://images.gr-assets.com/books/1387712567l/1211770.jpg
40940649,4.06,75991,4763,I Am Legend,,Richard Matheson,"Robert Neville is the last living man on Earth... but he is not alone. Every other man, woman and child on the planet has become a vampire, and they are hungry for Neville's blood.By day he is the hunter, stalking the undead through the ruins of civilisation. By night, he barricades himself in his home and prays for the dawn.How long can one man survive like this?",162 pages,27008,31047,14344,2897,695,https://images.gr-assets.com/books/1532484265l/40940649.jpg
603607,4.12,1214,87,Drowned Hopes,(Dortmunder #7),Donald E. Westlake,"Bumbling comic criminal John Dortmunder is in hot water as he tries to keep a nasty old man from blowing up a dam to unearth $750,000. Dortmunder must devise a safer scheme to get the loot... before the old coot's trigger finger gets too itchy. ""Entertainment of the highest order."" -San Diego Tribune.",464 pages,479,467,215,42,11,https://images.gr-assets.com/books/1408776550l/603607.jpg
