imdbid,reviewid,review
tt0276751,337,"An excellent and thoroughly enjoyable adaptation of Hornby's book of the same title. Hugh Grant, the boy and his mother played by Toni Colette, who you will remember from 'Muriel's Wedding' are particularly good. And Grant makes the transformation from foppish English gent to the slightly more urban North London bloke with too much time on his hands, very comfortably.

The direction is also good. Nice pacey editing and an effective soundtrack help to keep the storyline moving forward at an agreeable pace."
tt0276751,338,"I got confused at the beginning and wondered who the strange women were as the film jumped around.I would have appreciated it more had i realised that it concerned the growing maturity of the main character vis a vis his young companion. I am not sure that he did in fact mature, nevertheless an enjoyable film with one or two good high-spots"
tt0276751,339,"I'm Lazy, So I'll Use Quotations.

BEFORE: ""Only the shallow know themselves.""-Oscar Wilde

AFTER: ""Only a life lived for others is a life worth while."" -Albert Einstein.

(To discredit these choices... ""Most people are other people. Their thoughts are someone else's opinions, their lives a mimicry, their passions a quotation.""-Oscar Wilde. What an excessive use of quotations. I even have to use a quote to discredit my two other quotes. I need to fill up 10 lines of text in order to be able to post this comment so I'll just continue to type gibberish until I reach ten or more lines of text. There.)"
tt0276751,340,"The story of this movie is quite funny. I like the characters, the way they talked and behaved. Hugh Grant is not so bad but I think it's time for him to develop a new 'movie persona'. Though the story is enjoyable, the movie lacks the entertaining power. For my taste there's too many off-screen comments and I felt as if actors were reading the book for me. I know it's hard to make a movie out of a book, especially when the book is so much based on presenting the characters' way of thinking. But still I think that the creators should have tried harder. Or maybe their intention was to create a new type of e-book: 'movie-book'. If so, they've succeeded."
tt0276751,341,"Hugh Grant has become my favourite comic actor after films like Four Weddings, Notting Hill, and now About A Boy. I can't picture anyone else playing this role. I was a bit creeped out by how his life had similarities to mine, especially the whole breaking time down into units thing. Now if only I looked like him. Maybe if I got my hair professional messed. Anyway, this guy (or someone in his camp) knows how to pick a script, and while Hugh is pretty much just Hugh, like Cary was just Cary, there's no need for him to be anyone or anything else. And I've never seen anything funnier done with a loaf of bread!"
tt0276751,342,"Hugh Grant plays Will, who is independently wealthy because his father wrote one hit song many years ago. His house looks like a Sharper Image catalog and he drives an Audi TT, but his friends, who are all married with children, keep asking him if he wants anything more out of life. One couple asks him to be their child's godfather, and Will suggests that that would be a really bad idea.

Will gets set up with a woman who turns out to be a single mother, which surprisingly turns out pretty well for him when she breaks up with him just as he starts to tire of her (he's never had a relationship last longer then two months). So he invents an imaginary son and attends a group meeting for single parents. As a result, he eventually meets Marcus (Nicholas Hoult), who is a 12 year old boy. His mother (Toni Collette) is a vegetarian hippy who dresses Marcus funny, but he loves her anyway. He ends up taking a liking to Will, and the bulk of the film revolves around them. A great deal of the narrative is carried in the form of voice overs by the characters, which works but may take you a little out of the film after a while.

The acting is good. This is perhaps the most interesting role I can recall Hugh Grant playing, since he begins the film as a proudly shallow man and evolves, in fits and starts, over the course of the film. Nicholas Hoult does a convincing job of portraying a child who doesn't really fit in anywhere. Toni Collette, as my wife pointed out, is under utilized, but is still good. All in all, the film presents an interesting set of characters that I was glad to have had a chance to meet.

One interesting technique which I don't recall being used before was what I would call a pan cut. The film pans from one scene to another, so that in the middle of the pan the left half of the frame is a different scene than the right half. I guess it's just a wipe, except with the camera movement of a pan. I imagine that it was probably done digitally.

The film is based on a novel by Nick Hornby, who also wrote ""High Fidelity."" In the early parts of this film, I was really enjoying myself and felt that it was in the same league, but in the end it didn't feel as complete somehow. But since that's a pretty high standard, I would definitely still recommend this film."
tt0276751,343,"It seems strange to dismiss a cast that includes the supremely talented Toni Colette and the gorgeous Rachel Weisz, but for this film they do not matter a bit. Hugh Grant is this film, he carries it on his shoulders and does so extremely successfully. He is simply a reservation as the remarkably self-assured Will. Whereas before his agent was prone to securing him typecast roles, with support billing for his fringe, here however he has cast off the shackles of playing endlessly nice and upper class characters and his performance is easily the best of his career. There is also a superb soundtrack by Badly Drawn Boy.

Recommended."
tt0276751,344,"Hornby's novel about a totally self-absorbed man who befriends (with great resistance on his part) a geeky boy was very funny, very observant and rich in character. Amazingly enough, the film is all of the above. Hugh Grant is perfect as the protagonist (""No, I really am that shallow."") as is the rest of the cast.

Marcus (the boy)'s mum is a classic. My kids went to school with her kids, and we live in another country!"
tt0276751,345,"PLOT: Will Freeman (Hugh Grant) is a slacker that... doesn't do anything. He doesn't have a solid relationship - frequent relationships that don't last long are good enough for him. After being dumped for once by a single mother, Will decides to start dating single mothers. So at a single parents' group meeting (pretending to be one), he meets and starts to date a girl who' babysitting Marcus (Nicholas Hoult) for her friend. Marcus takes a liking to Will, and starts to look at him as a father figure. He also wants him to start dating his suicidal mother (Toni Collette), but Will ends up falling for Rachel (Rachel Weisz), and he wants Marcus to pretend to be his son to win her heart.

MY TAKE: About a Boy is one of the most consistently funny movies I've seen all year. It doesn't present a single original idea, but it manages to win the audience over. All the performances are great, especially from the two main leads (Hugh Grant and Nicholas Hoult). Grant's character can be a real jerk, but he comes across as likeable. Hoult manages to be cute without becoming annoying. There are many jokes that are laugh-out-loud hilarious, and the jokes are all very consistent. The movie definitely isn't perfect, but it's charming and hilarious."
tt0276751,346,"This is the kind of film/movie Hollywood can't make. Its original and unpredictable. Just when you think you know what will happen SOMETHING else happens and you think...that was both unpredictable and realistic.

One of the best movies I have seen in years. You can take your mom or your beer drinking friends. And Hugh Grant can play a different role!"
tt0276751,347,"There really isn't a whole lot to say about this movie. It seems short, but thats probably because its really entertaining. Everyone does a good job in this and the voice over work is really well done. I haven't read the book, so obviously I can't compare it to anything, but if more movies this summer are this entertaining, I think we are in for a good summer at the movies.. Thanks"
tt0276751,348,"Nick Hornby's 1998 bestseller is turned into a lively screenplay written and co-directed by Chris and Paul Weitz ( the raunchy ""American Pie""), also co-written by PeterHedges (a superb ""What's Eating Gilbert Grape?""). The script compliments the classic Hornby sense of articulate Londoners driven by obsessive-compulsive pursuits. The peculiar creative powers behind the project turn out genuinely amusing and consistently entertaining film that boasts nicely rounded and amiable characters. By avoiding the syrup the picture doesn't fall into a predictable groove. It manages to avoid the banality of majority mainstream Hollywood romantic comedies but, regretfully, lacks the underlying philosophical concept(the brilliant ""GroundHog Day"") that could elevate it to a classic.

There are two significant London-centered trilogies that originated in the 1990s. One - the Richard Curtis triptych of ""Four Weddings and a Funeral"", ""Notting Hill"" and ""Bridget Jones's Diaries"" - has Hugh Grant starring in all of them. The other is the Nick Hornby trilogy of ""Fever Pitch"", ""High Fidelity"" and ""About a Boy"". Unlike in overpraised ""High Fidelity"", in which Stephen Frears, its British director (with John Cusack, a manic American equivalent to Grant) transferred that novel's plot from London to Chicago, the book's London setting is preserved here (apparently Chris Weitz has a first-hand understanding of English culture acquired during his studies at Cambridge).

""About a boy"" - the name is a take on Nirvana's 'About a girl' - could have been titled just the same ""About Two Boys"". It is in essence a coming-of-age story squared. Not only is it about the smug and egocentric slacker and idle wealthy bachelor, Will Freeman, a character played by Grant, it is also about a pubescent loner dork, Marcus. Murcus' problems stem from his New Agey and seriously depressive mother who wishes to impose her rigid 1980s counter-cultural conformity on her son. Through his unlikely accord with Marcus, the story's catalyst, Will is eventually dragged kicking and screaming into the human race. Solipsists may be plugged into popular culture but they surely are utterly detached from actual people. 'Every man is an island' (Will lives his life as if his were Ibiza, a trendy European summertime playground ), but more often than not islands are invisibly connected into archipelagos. Island living may guarantee happy seclusion - 'Freeman' is all Will ever wants to be - but it also offers solitude and emotional retardation. ""The Will Show"" - aided by a series of great voice-over, self-satisfied pop referencing riffs - becomes an ""ensemble drama"". A cad ultimately is turned into a lad.

Will's life springs into uncharted territory with the discovery of a brand new world of attention-starved single moms waiting to be conquered. Commitment is the enemy and single moms make good lays. Single mothers are less demanding and easier to dump than single girls. He infiltrates SPAT - Single Parents Alone Together - a pick-up heaven of perfect dating prey.

Much of the film's success comes from Will Freeman's flashy politically incorrect characterization. He is a ""selfish b*****d"", in love with his lifestyle carefully scheduled into ""units"", with specific numbers of them allotted for one-night stands, expansive haircuts, cd-shopping, and watching TV game shows (It is not impossible that Hollywood may take notice of this phenomenon, leave studio cowardice aside and instead of endless and repetitive stream of anemic parts give us more colorful and unconventional characters). Hugh Grant brings Will's character to life in a grand manner. His versatile facial vocabulary, always with the hint of an edge, is fully tapped. Most male stars tend to be judged by their actions or the values they embody. With Grant, it is all about seeing thoughts and emotions cross and transform his face. Here, more subtly and convincingly than ever before. In ""About a Boy"", Grant is more than a star, he is a resource.

With this handsome production The Weitz Bro's are now giving Cameron Crowe a run for his mainstream pop money."
tt0276751,349,"Hugh Grant is back playing his standard, bumbling, fish out of water character - albeit in a film that virtually differs by title only to Notting Hill and Bridget Jones Diaries. Try as they might, the films directors could draw no more than the usual linear performance out of Sunset Boulevards favourite Englishman. And why should they even try? About a Boy will undoubtedly be a success. This is not a film that asks you any questions, nor is it a film that will move you. It's just a cheery, seamless extension of Notting Hill and Bridget Jones Diaries. If you like that sort of movie, then you'll love About a Boy. The script is just about witty and clever enough to suggest that Nick Hornby's book, on which the film is based, is worth reading, and there are one or two laughs along the way. Hornby must feel sold short, though, by the particularly low quality acting of Grant, Nicholas Hoult, (who plays the boy) and the rest of the cast. High Fidelity and Fever Pitch are far better adaptations of Hornby's work. Grant is the least well-placed actor to complain about being typecast (with the possible exception of Vinnie Jones) when he delivers the same persona in every film, regardless of his role or the plot."
tt0276751,350,"About a boy shares a lot of its humour not only with the likes of its predcessors of Bridget Jones and A fish called Wanda but also plays upon the humour within the British consciousness also. Hugh Grant plays his stock character of a runaway cad whose heart gets surgically put back into the right place by the end of the film and all acting is above par but not excellent from the ensemble cast.

Nicholas Hoult who plays the trouble child is maybe trying a bit too hard to be Haley Joel Osment to no avail as his acting falls short of the mark but hey the kids about 12 so i won't be too harsh on him!

overall its a nice British comedy, i say British as no offence or patronisim meant but alot of the Brit tv references will be lost on the US audience, that moves swiftly along with sliding frames and easy editing that makes this a kick off your slippers and relax kinda movie to see.

nothing special but we Brits aren't known for that. more of a meandering comedy that quietly delights the average cinema goer."
tt0276751,351,"I caught a promotional screening of this last night here in Orlando, Florida. As it so happened, I ended up seated next to the film critic for one of our local papers. He fell asleep about 45 minutes in. I envied him.

Hugh Grant and the other actors do a fine job with a really predictable script here. The through-line is SO obvious from the word go, I found the movie unbearably tedious. I have to admire the performers, who had to make something out of some dire made-for-TV witticisms and contrivances. Will the man-boy learn to be a better person? Will the suicidal mother find her way? Will the young boy get a new dad? Will Hugh come to grips with his memories of his late boozer songwriter Dad?

I didn't care, and it wasn't because these aren't very likeable actors. It was just painfully slow-paced, repetitive and downbeat. Even the occasional bits of comedy felt lead heavy and forced."
tt0276751,352,"I could probably write a whole lot of stuff about this movie that everyone else might talk about, but I won't. I'll tell you about one thing I liked. About a boy was really strange to me before hand. I had no idea what it was going to be about, but it was a free ticket so I decided to go and see it. I was surprised to see Nick Hornby's name in the credits. I knew he was a book writer who was very good so I was quite pleased when I read his name.

What I found that made the film good was that it was like watching a book. Yes, watching a book. There was clever use of voice over in certain points to put across what the character involved might be thinking. Normally their thoughts were rather funny as they contradicted what was being said. That was one point of this film that I enjoyed.

But, hey don't take my word for it. Go and see it yourself. The world of cinema would be a boring place if everyone listened to critics. Oh what am I saying? A lot of people do listen to critics.

I give it 7 out of 10. Enjoyable movie which made me laugh and smile, therefore it did it's job."
tt0276751,353,The sort of movie your girlfriend makes you see and you hate it. i was very surprised Hugh Grant was genuinely funny and the movie had a couple of high points in it. The scene where HG sings Killing me softly on guitar and backing out of being a childs godfather because he was self centred and shallow - Some predictable crap and what a watse of rachel Weisz the most pointless part she has ever played all in all though great sat afternoon time wasting.
tt0276751,354,"Reading the book before seeing the film sets you up for a certain degree of disappointment. A book that has been part of your life for the best part of a week (or more) is reduced to one and a half hours of the main plotline. I had also misread the hype. The film is from the makers of Bridget Jones Diary; it is actually written and directed by two American guys, the Weitz Brothers. Their film credits include Antz (for which they wrote script) and America Pie.

The plotline parallels the lives of two boys, thirty-five year old Will Freeman (Hugh Grant) and twelve year old Marcus (Nicholas Hoult). Will lives in a stylish apartment full of the latest technology and gadgets. His laidback lifestyle is funded by royalties from a novelty record his father wrote before he was born. He is happy drifting though life minimising his contact with others, except for the occasional sexual encounter. Marcus is not happy. He lives with his mother, a woman with strong beliefs who has been rendered emotional weak for reasons never fully explained. Eventually these two boys meet and a reluctant friendship develops.

Hugh Grant's performance is his best to date. His delivery of the narration, in a dry, sardonic style, hints of the hidden depths that he assures his friends do not exist. The film is very much his. Toni Collette gives an excellent performance as the alternate' single mother who fails to appreciate her son's problems. And, despite my aversion, to child actors Nicholas Hoult delivered a very credible performance as the child who is struggling to cope in environments he can not control. The casting of child actors seem to have gradually improved as producers (*see below) have endeavoured to provide real' children and not cute' or precocious' child stars.

The film has its weaknesses. The best lines have been lifted from Nick Hornby's book. Whilst its first three-quarters adhere to the book, it then diverts into a crisis incident before concluding with a scene that is again Hornby territory. Whilst there is nothing wrong with this construction it wasn't quite enough. The magic is also missing in its humour, that is not to say it is not funny, it is, although not as roaringly so as the hype would have you believe. Perhaps I went to this movie knowing too much and expected something extra to be delivered. I exited with a feeling it was enjoyable but  Maybe Will's words express what I felt was missing, `Ah that's where you have me wrong. You've always thought I had hidden depths. But I really am this shallow.'

27th April, 2002 Denise J Hale

* I not 100% sure who is responsible for casting decisions, but as the producers are in charge of the money I decided the ultimate decision was probably theirs."
tt0276751,355,"I saw this by accident. I was on my way to see 'Roadkill' and had missed the start by 30 mins, and this was the only thing starting when I got there. I normally HATE these 'brit comedies' with a passion but this was GREAT. It's got humorous elements to it, but it deals with some suprisingly deep issues. It's very touching and moving at bits, and I didn't actually want to punch Hugh Grant's smug face in for a change. His character is brilliant - from what I've seen of his acting this film is definitely his best. Really really well done. And Rachel Weisz is in it which is always a nice thing :-)"
tt0276751,356,"I don't quite know what to think of this movie. The story can be a bit confusing if you try to sum it up in a few words, so I don't. It's a backdrop to the characters anyway, and to see how they impact each other's lives.

Take a shallow, and I mean SHALLOW guy, too much money and time on his hands and a fairly hedonist outlook on life. Oh, and he's as self-centred as a human being can get before declaring himself god. Then take a geeky boy with a terribly depressed mother, isolated and bullied because of his extreme geekiness. Make them the dual narrators of the movie, with their very different perspectives. Put the two in front of a TV set for a few consecutive afternoons. See how / whether they affect each other's thinking and actions, how they help each other become more acceptable human beings.

This movie mixes laughs and humour with some well-drawn characters. But at some stage, their interactions become completely unbelievable. Especially the confrontations between the boy's mother and Hugh Grant's character in the restaurant (and later in the seemingly product-placed Audi) reek of unrealistic and poor writing. The writers succeeded in creating realistic and genuine characters. They failed at getting their interactions believable.

On the humour side, yes, there were lots of opportunities to laugh. Although, most of the laughs weren't the merry, innocent and delighted sort you get from silly slapstick. The characters were too well-defined for that, so while it was funny, it was also slightly melancholic. Comparing this with Bridget Jone's diary, you'll get a very similar kind of humour and laughter and even narration. Oh, and identifying with the geeky boy more than just a little bit, half my laughs were through clenched teeth and a sour expression. Oh, the memories of school!

Not bad for a comedy, even quite clever. But too close to real life to be the kind of comedy I like.

7/10"
tt0276751,357,"Bloody brilliant! For the first time in an age a British movie, albeit written and directed by a pair of American brothers, hits every spot it aims at. Funny, touching and believable, this is going to be one to see again and again. Hugh Grant may be playing Hugh Grant yet again, but when he gets the really right Hugh Grant part he really is perfect for it."
tt0276751,358,"A good film, where Hugh Grant does well with a script not quite up to previous he's starred in. I've never read the book & doubt I ever will, but nevertheless enjoyed the film.

It amazes me people make so much of Grant playing a 'reasonably' similar character in most of his roles. John Wayne made an entire living out of that. So did James Stewart as the unfortunate but likeable bloke & Cary Grant as loveable rogue and for the same reason, because they were great at it. In any case, in About a Boy, his role was fairly different to any of his others, probably closest to the Bridget Jones role.

The film was itself was highly enjoyable, but I didn't find it overly funny. Granted there were quite a few funny scenes, but little that had you in hysterics. Occasionally the plot seemed to lose a little direction but the most irritating thing had to be Marcus's hair. Lets hope we're not going down the American road with that childs style. There was an ideal opportunity about half way through for him to have it cut too.

I felt slightly disappointed coming out, but only due to the high standard of these sorts of films that preceeded it. Four Weddings, Notting Hill were brilliant & Mickey Blue Eyes & Bridget Jones very good, and Bend it Like Beckham running simultaneously next door slightly better.

But this was good, recommendable & had lots to offer for all viewers, male, female, young, old etc, but just didn't quite hit the heights it could have.

7/10"
tt0276751,359,"I must admit, I went to see this film to appease my other half. So how does Hugh manage to pull off such an acting triumph - he manages to persuade us he is a two dimensional character with no hidden depths (as is the way with things that are two dimensional) he was a charmless man with no apparent thought for anyone but himself, I couldn't help warming to him. It did deal with a big issue in a less than sombre way thats not to say that it was lighthearted in its approach, but the scene was necessary not only to show the boys situation with his mum, it also showed the inept way Hugh dealt with the situation along with the aftermath. The ending was cliche but thats because it couldn't have ended any other way. All in all good performances and well worth going to see."
tt0276751,360,"Having watched a collection of 'Chick Flicks' over the last 18 months, I went to see this film with great fear that a great story could be morphed into a girlie movie. Boy was I wrong! This is a movie for all the guys out there that wonder what life would be like to sit home all day and not worry about life. Okay, finally we are given the fact that its not all a bed of hot chilli flavoured noodles with a nice cold lager, but in all, every man at one point has wished for Will's way of life. Although after awhile you get the feeling that you may be watching a remake of the Micheal Caine film ""Alfie"", the narration in the background, the feeling of uncaring views of women, and a change of life moment....

Hugh's new hair gives him a better feel of the kind of guy you want to be and seems to have kicked into the feel good factor of his position. With a kitchen full of appliances that, more than likely, he has no idea of how to use, wide screen TV and the lasting complaint that he loves his DVD's and IMAX, he gives the impression that in the wrong environment, a man will never grow up. All that seemed to be missing was a Playstation 2 or XBox!

The movie travels along at a fair pace and gives you the laughs in the right places and allows the guys being dragged out to what they might think is the Chick Flick of the week, to enjoy the film without thinking that they are being shown the way they should be (as any man who's date swooned at Mr Darcy in Bridget Jones will attest to!).

My only complaint is that with the soundtrack being done by Badly Drawn Boy, it achieves a samey character all the way through and doesn't quite help, not something to rush out and buy because it reminds you of a scene.

Recommendations for the DVD from heaven... Will's guide to dating, alternative soundtrack, outtakes of the school hall scene, more Rachel!"
tt0276751,361,"A somewhat annoying vehicle for Hugh Grant's new haircut.

The irony that oozes from all Hornby's work has been completely lost and the film is devoted to a coy 'Hedonistic Bloke discovers family values and becomes New Man' plotline.

Hugh Grant does extremely well in an attempt to overcome miscasting but he can only do so much. He could never play the selfish, slacker, one-of-the-boys character the film desperately needs

The rest of the cast avoid walking into the scenery as the film heads for one of the cheesiest finales yet foistered on the general public.

It's been very accurately described elsewhere as 'Four Notting Hills and a Diary'

Richard Curtis has a lot to answer for.

On a more positive note, Toni Collette as the single mum is brilliant."
tt0276751,362,"This has to be Hugh Grants least annoying film. Not just a chick flick, this well-paced, lively and entertaining movie tackles issues such as loneliness and the importance of friendship. Hughs' Norf-Lahndan accent is not as embarrassing as Dick Van-Dykes' either. Warmly recommended. 8/10"
tt0276751,363,"About a Boy is witty, exactly what you expect from a Nick Hornby adaptation. It has a few archetypal characters to provide laughs a la Jack Black in High Fidelity, but the two leads are fully developed characters. Will, who is funny enough to make you love him right off the bat to begin with, evolves into a person the audience can connect with. Although, of course, we shake our heads at much of what he is doing, we still find a a piece of him within us all, which is the real joy of the film."
tt0276751,364,"Very well done. Hugh Grant plays against type as a thoroughly-selfish individual who finds redemption through his (initially unwilling) friendship with a young boy. This was extremely funny for those brought up in the English tradition of irony and self-deprecation so it may lose its audience on the other side of the Atlantic (except in New York and San Francisco): my companion, though, was Romanian and she found it hilarious - so I may be taking too-jaundiced a line there. Highly recommended: go and see it for no other reason than you'll be glad you did."
tt0276751,365,"Hugh Grant plays a Will, man who does nothing, but does it all very well. He buys stuff, plays billiards, watches TV, gets his hair done, and dates women. He doesn't want or need relationships or emotional attachment, he is an island - he is Ibiza.

But all this changes went through a life changing moment for a boy - newcomer Nicholas Hoult - this boy attaches himself to Will and they both become better for it.

The movie is entertaining, well scripted, winningly acted and well put together, but it is not without its flaws including being predictable and seems to make light of what many would think is a serious situation, but it's a movie so how really cares."
tt0276751,366,"While I believe that Grant put on a great performance, but overall, I think that this movie was horrible-- annoying characters and sub-par acting. Avoid this movie at all costs, it is only a waste of time (I almost walked out on 5 occasions)"
tt0276751,367,"This film does justice to the book. The fact that it dealt with difficult issues in such a sensitive and yet humorous manner is a big plus point. This was Hugh Grant at his best but I was very impressed with Nicholas Hoult as the boy. His acting showed a fine depth of talent which should hold him well if he is going to follow acting as a career. His portrayal of Marcus is excellent so that the character in the book comes across on screen as one would imagine. Well done Nicholas and obviously a tribute must go to the Directors and Hugh Grant for enhancing and developing his incipient talent. All in all a must see film and an assured enjoyable outing. For film buffs and memorabilia collectors such as myself,I look forward to the stills etc."
tt0276751,368,"This is a stale uninspiring film. It produces more smiles than laughs. It doesn't have a strong female character. Grant's accent is awful. The kid's hair is just too awful.

If you catch one rom-com this year, don't make it this."
tt0276751,369,"Oh my god. What is (was) wrong with you all? This has a 7? I couldn't laugh with this movie. I couldn't feel sorry for the kid. I couldn't feel ANY sense of this being romantic in the least.

Grant has to be, buck for buck, the worst actor ever (again, considering the money he won by being a tall not-completely-model-like english bland man).

Anyways. Some sappy shallow unrealistic scenes are hard to watch without being embarrassed. And Grant finds out that having a family is the key to happiness, of course. Never mind that he can be with Rachel Weisz! That's not ""truly important"". Im still rolling my eyes."
tt0276751,370,"I didn't know it was based on a book (obviously, never read it), so I'm judging it as a stand-alone movie, and, as such, it's pretty good.

The story itself is not very realistic, but... maybe it's not supposed to be.

I like London movies, and I think Hugh Grant is one of the most talented actors ever. Rachel Weisz is also very good, but her role in this movie was relatively small, and her character is unremarkable (slightly unlikeable, actually).

The actress, who plays the boy's Mother, was very good at portraying a suicidal hippie -- she looked the part. I was glad to see they didn't bring in a famous actress for that role; it would've probably spoilt it.

I would've liked it if Hugh Grant and the boy's Mother got together in the end, and if she got a makeover or something -- it would've been more interesting, but... oh, well.

The child actors did a good job. All of them.

And, obviously, they couldn't have found a better actor to play the lead. That role was made for Hugh Grant. No one else could have pulled it off.

All in all, a good movie if you're looking for some light-hearted entertainment. I'd watch it again."
tt0276751,371,"On my roommate's recommendation, I got a hold of this film and watched it on a night where I hadn't a whole lot to do otherwise. And... it wasn't bad.

When I saw Hugh Grant on the cover, I was a bit skeptical that I would be wandering into another romantic comedy. But then I saw that it was based on a novel by Nick Hornby, who wrote the novel High Fidelity, upon which the movie by the same name is based and I liked High Fidelity plenty, especially considering that it's a romantic comedy. So I let down my guard.

And I was pleasantly surprised that it wasn't just another run-of-the-mill story, but rather, it was about... a boy. And a man. Or is the man a boy? No science fiction here, it's just a story about a older man learning what it means to be a human being through an expected mentor/friend relationship with a kid 1/3 his age. The characters are interesting and developed, even if the story is as clear as plastic wrap and the plotting obvious. But I like the story anyway, even if during the film, I still had doubts now and again.

I did have one little qualm with the film, and that is that it's directed like every mainstream British comedy that I've seen, complete with the sad-montage sequence with some pop tune coursing through the film. But at least the characters were so well done, it didn't bother me too much that the film didn't really have much of a personality, at least artistically.

So, it's essentially, a nice very straightforward story, with well developed characters and a very predictable (almost boring) style. Not a bad way to spend a Saturday night alone. Or with the people you love. 7/10."
tt0276751,372,"I haven't yet read Nick Hornby's book ""About A Boy"" to know if the screenwriter changed much or if the Weitz Brothers as directors softened the tone to be more redemptive. Becaise what is it about contemporary fans of Billy Wilder like Cameron Crowe and the Weitzes that they can't bring themselves to be as cynical?

At least it wasn't as schmaltzy as the previews made it out to be. The younger titular boy is more quirky and desperate for a father figure and Hugh Grant's eccentric involvement with him is believably gradual. Critics are wrong that this is Grant's first misanthropic role; they must not have seen ""An Awfully Big Adventure,"" though his haircut here is much better.

Nice to see a couple of the women from my favorite Brit TV shows.

The Badly Drawn Boy soundtrack is lovely.

(originally written 5/24/2002)"
tt0276751,373,"This is one of the types of 'films', that I could identify somewhat with the slew of characters or feel emotionally involved in the movie. The scripting and character plots were simply brilliant. This is a witty movie of substance and humour and deserves a perfect rating in my books.

Hugh Grant performed his role well and was quite convincing. I know how it is to be approaching the 30's, without a real girlfriend with no definite plans of marrying anyone, and not be established in any way as a person with something going to really talk about.

Personally, I'm not ready for any real relatoinship, but when everyone else around you has either married someone, or has a girlfriend then you feel weird. I imagine being 38 would be allot worst - unemployed and no girlfriend or family. Immediately, when I saw that intro-picture, I knew this movie was meant for me and felt involved with the characters.

It had elements of trying to succeed with women, similar in themes to ""Hitch"", where a prop of being a single dad is used to score on would be single mom's. It appears that creating a fictitious child could score well on hitting on a single mom to shag her - if you could keep the story together. I thought the whole skit was bold and very convincing. However, I don't think I would try that myself to try and get a girl. However, in this movie, Hugh won the jackpot in the end.

Rated 10/10."
tt0276751,374,"HI people i think that this film is really upsetting and depressing i have gone through that in my life with my mum but now i am going to live with my aunt!!!! this film has a lot of strong feelings and even made me cry the song killing me softly has a great effect on this film it is just indescribable!""!!!!! do you like it? please someone reply i really wanna no ?????? i wanna see what effect it has on other people weather it felt as deeply on you ???? did you feel like you were in the position of Marcus or not or weather you thought nothing of it???? one of the best films ever i thought ABSOLUTELY BRILLIANT

oh my god you've gotten fat - Edna mode"
tt0276751,375,"I'd heard some interesting comments about this movie, and that it was going to be much better than the spate of previous romantic comedies as well as the latter films of Hugh Grant - although wouldn't they be one and the same? Needless to say I was disappointed.

I think where this movie started failing for me, for it does start off very well, is in the uniqueness of the boy and his mother. The two characters are presented as far out from an identifiable character as possible that they can't be reached by the audience. Sure, you can identify with a few aspects of their character, but they definitely stop being real.

The character of Will is very close to being identifiable with, and so the audience can believe in him and feel emotion for him at the right times. Yet not for the boy or the mother, I mean when the boy declares to Will how recent events have upset him and really affected him, I felt sad and some empathy, but connection with my past or the character just didn't come. If only they'd injected a small part of reality into them then it would have.

There's also a slight trouble with the clunkiness of some of the dialogue and choices that Will makes. His character is one that believes that ""a man can be an island...I'm bloody Ibiza!"", yet he makes some absurd against character choices and statements. For example when he says he really enjoys Christmas with the most bizarre bunch of people, yet he's clearly not. His character could have come to the same conclusions and the story taken the same journey, just with a bit more of a real view.

Still, there are some excellent moments, the argument in the bar over Marcus coming to his house when his mother suggests he's been interfering with him is both awkward and funny, an excellently built scene.

One good thing for Grant out of all this is that the movie does a good job of dispelling his previous movie parts, and he really does do a good job of what he's given.

However, the poor moments did make me roll my eyes and took me straight out of the movie. Light entertainment, and not much more."
tt0276751,376,"My father and I read Hornby's novel at separate times and both loved it, so when he saw the movie and proclaimed its excellence, I moved it up my list of movies to see. When I finally got around to it, I was hooked, laughing aloud at numerous points, but was ultimately disappointed. By moving the story to the present day, from the book's 1994, a crucial plot point involving Kurt Cobain had to be discarded, and what ended up being the last ten minutes of the film had to be created from scratch. While my father felt the reworked conclusion was in the spirit of the movie, I thought it was wholly unbelievable and didn't actually accomplish the goal the rest of the picture had so wonderfully worked to set up. Additionally, reworking the ending in such a way should have had the ripple effect of reworking other scenes so that fewer characters would be introduced, but they weren't. Thus, several characters were brought into the story, plot lines involving them were touched on, and they were never paid off, which hurts the film even if the viewer hasn't read the novel. All in all though, it's smart, quotable, and a great reminder that Hugh Grant can make looking uncomfortable funnier than anyone not named Ben Stiller."
tt0276751,377,"""About a Boy"" is a Brit flick about a happily eligible and independently well off bachelor (Grant) who learns from a boy (Hoult) that his self absorbed life may be needing something more. Clever, wry, and witty with plaudits aplenty, the fun in this flick is in the slightly skewed and skewering take on the shallow protagonist. There's are some poignant moments but precious little romance in this tale of one man's awakening from a life of sleep walking and the discovery that a man can be an island unto himself as long as he's part of an archipelago. (B+)"
tt0276751,378,"Hugh Grant has done better movies than this one. Save your hard earned money and watch Grant's other stuff instead. The rest of the cast are practically ""nobodies"". Hugh Grant is usually a funny guy. If you put him in front of a camera for two hours and had him do improvisations it would probably have been more fun."
